278,Suspension & Steering,Lubricate Ball Joints,
279,Suspension & Steering,Lubricate Driveshaft,
280,Suspension & Steering,Lubricate Steering and Suspension,
281,Suspension & Steering,Lubricate Suspension,
282,Suspension & Steering,Lubricate U-Joints,
283,Suspension & Steering,Pitman Arm Replacement,
284,Suspension & Steering,Power Steering Fluid Reservoir Replacement,
285,Suspension & Steering,Power Steering Fluid Service,
286,Suspension & Steering,Power Steering Input Shaft Seal Replacement,
287,Suspension & Steering,Power Steering Pressure Hose Replacement,
288,Suspension & Steering,Power Steering Pressure Switch Replacement,
289,Suspension & Steering,Power Steering Pump Pulley Replacement,
290,Suspension & Steering,Power Steering Pump Replacement,
291,Suspension & Steering,Power Steering Return Hose Replacement,
292,Suspension & Steering,Shock Absorber Replacement,
293,Suspension & Steering,Stabilizer Bar Bushings Replacement,
294,Suspension & Steering,Stabilizer Bar Links Replacement,
295,Suspension & Steering,Steering Damper Replacement,
296,Suspension & Steering,Steering Rack/Gearbox Replacement,
297,Suspension & Steering,Steering Stabilizer Stop Replacement,
298,Suspension & Steering,Strut Assembly Replacement,
299,Suspension & Steering,Suspension Air Bag Replacement,
300,Suspension & Steering,Suspension Springs Replacement,
301,Suspension & Steering,Suspension Strut Mount Replacement,
302,Suspension & Steering,Sway Bar Replacement,
303,Suspension & Steering,Thrust Arm Replacement,
304,Suspension & Steering,Tie Rod End Replacement,
305,Suspension & Steering,Tighten Wheel Lug Nuts,
306,Suspension & Steering,Track Bar Replacement,
307,Suspension & Steering,Universal Joint (U-joint) Replacement,
308,Suspension & Steering,Wheel Bearings Replacement,
309,Suspension & Steering,Wheel Stud Replacement,
310,Exterior & Interior,Adjust Windshield Washer Jets,
311,Exterior & Interior,Clean and Repack Wheel Bearing,
312,Exterior & Interior,Clean Windshield Washer Tubes and Jets (Inspection),
313,Exterior & Interior,Deck Lid Release Cable Replacement,
314,Exterior & Interior,Door Latch Cable Replacement,
315,Exterior & Interior,Door Latch Replacement,
316,Exterior & Interior,Door Lock Actuator Replacement,
317,Exterior & Interior,Door Lock Relay Replacement,
318,Exterior & Interior,Door Lock Switch Replacement,
319,Exterior & Interior,Door Mirror Replacement,
320,Exterior & Interior,Exterior Door Handle Replacement,
321,Exterior & Interior,Front Windshield Wiper Blade Replacement,
322,Exterior & Interior,Headlight Lens Assembly Replacement,
323,Exterior & Interior,Hood Latch Replacement,
324,Exterior & Interior,Hood Lift Support Shocks Replacement,
325,Exterior & Interior,Hood Release Cable Replacement,
326,Exterior & Interior,Hood Release Handle Replacement,
327,Exterior & Interior,Interior Door Handle Replacement,
328,Exterior & Interior,Liftgate Latch Replacement,
329,Exterior & Interior,Liftgate Lock Assembly Replacement,
330,Exterior & Interior,Lubricate Doors,
331,Exterior & Interior,Lubricate Hood Hinge,
332,Exterior & Interior,Lubricate Trunk,
333,Exterior & Interior,Power Window Switch Replacement,
334,Exterior & Interior,Rear Window Wiper Blade Replacement,
335,Exterior & Interior,Rear Windshield Wiper Blade Replacement,
336,Exterior & Interior,Tailgate Handle Replacement,
337,Exterior & Interior,Trunk Latch Adjustment,
338,Exterior & Interior,Trunk Latch Release Cable Replacement,
339,Exterior & Interior,Trunk Latch Replacement,
340,Exterior & Interior,Trunk Lift Support Shocks Replacement,
341,Exterior & Interior,Trunk Lock Actuator Replacement,
342,Exterior & Interior,Washer fluid does not spray onto windshield (Inspection),
343,Exterior & Interior,Window Motor / Regulator Assembly Replacement,
344,Exterior & Interior,Window Motor / Regulator Assembly Replacement,
345,Exterior & Interior,Windshield Washer Pump Replacement,
346,Exterior & Interior,Windshield Wiper Arm Replacement,
347,Exterior & Interior,Windshield Wiper Blade Replacement,
348,Exterior & Interior,Windshield Wiper Linkage Replacement,
349,Exterior & Interior,Windshield Wiper Motor Replacement,
350,Exterior & Interior,Windshield Wiper Refill Replacement,
351,Exterior & Interior,Windshield Wiper Switch Replacement,
352,Exterior & Interior,Windshield Wiper/Washer System Inspection,
353,Exterior & Interior,Wiper Gearbox Replacement,
354,Electrical,ABS Speed Sensor Replacement,
355,Electrical,AC Control Switch Replacement,
356,Electrical,Air Charge Temperature Sensor Replacement,
357,Electrical,Air Cleaner Temperature Sensor Replacement,
358,Electrical,Auxiliary Battery Replacement,
359,Electrical,Backup Light Switch Replacement,
360,Electrical,Ballast Resistor Replacement,
361,Electrical,Battery Cable Replacement,
362,Electrical,Battery Replacement,
363,Electrical,Blower Motor Switch Replacement,
364,Electrical,Boost Pressure Sensor Replacement,
365,Electrical,Brake Light Bulb Replacement,
366,Electrical,Brake Light Switch Replacement,
367,Electrical,Brake Light Switch Replacement,
368,Electrical,Camshaft Position Sensor Replacement,
369,Electrical,Center High Mount Stop Light Bulb Replacement,
370,Electrical,Center High Mount Stop Light Replacement,
371,Electrical,Clutch Safety Switch Replacement,
372,Electrical,Clutch Switch Replacement,
373,Electrical,Combination Switch Assembly Replacement,
374,Electrical,Combination Switch Assembly Replacement,
375,Electrical,Console Light Bulb Replacement,
376,Electrical,Coolant Level Sensor Replacement,
377,Electrical,Cornering Light Replacement,
378,Electrical,Courtesy Light Bulb Replacement,
379,Electrical,Crankshaft Position Sensor Replacement,
380,Electrical,Daytime Running Lights Replacement,
381,Electrical,Distributor Rotor and Cap Replacement,
382,Electrical,Dome Light Bulb Replacement,
383,Electrical,Door Lock Switch Replacement,
384,Electrical,Eccentric Shaft Sensor Replacement,
385,Electrical,EGR Pressure Sensor Replacement,
386,Electrical,Electronic Ignition Pickup Replacement,
387,Electrical,Engine Intake Manifold Runner Control Sensor Replacement,
388,Electrical,Engine Oil Temperature Sensor Replacement,
389,Electrical,Engine Oil Temperature Switch Replacement,
390,Electrical,Engine Variable Valve Timing (VVT) Adjuster Magnet Replacement,
391,Electrical,Engine Variable Valve Timing (VVT) Eccentric Shaft Sensor Replacement,
392,Electrical,Fog Light Lens Replacement,
393,Electrical,Fog Light Relay Replacement,
394,Electrical,Fog/Driving Light Bulb Replacement,
395,Electrical,Fuel Tank Pressure Sensor Replacement,
396,Electrical,Hazard / Turn Signal Flasher Replacement,
397,Electrical,Headlight Bulb Replacement,
398,Electrical,Headlight Closure Relay Replacement,
399,Electrical,Headlight Switch Replacement,
400,Electrical,Headlight Switch Replacement,
401,Electrical,Ignition Cable (Spark plug wires) Replacement,
402,Electrical,Ignition Coil Replacement,
403,Electrical,Ignition Ignitor Replacement,
404,Electrical,Ignition Relay Replacement,
405,Electrical,Ignition Switch Replacement,
406,Electrical,Ignition Switch Replacement,
407,Electrical,Instrument Voltage Regulator Replacement,
408,Electrical,Intermittent Wiper Relay Replacement,
409,Electrical,License Plate Light Replacement,
410,Electrical,Low Water Sensor Replacement,
411,Electrical,Manifold Temperature Sensor Replacement,
412,Electrical,Map Light Bulb Replacement,
413,Electrical,Mass Airflow Sensor Replacement,
414,Electrical,Neutral Safety Switch Replacement,
415,Electrical,Oil Temperature Sensor Replacement,
416,Electrical,Oxygen Sensor Replacement,
417,Electrical,Power Seat Switch Replacement,
418,Electrical,Power Window Switch Replacement,
419,Electrical,Reset Indicator Lights,
420,Electrical,Reverse Light Bulb Replacement,
421,Electrical,Service Battery/cables,
422,Electrical,Spark Plugs Replacement,
423,Electrical,Speedometer Sensor Replacement,
424,Electrical,Tail Lamp Bulb Replacement,
425,Electrical,Tail Light Lens Replacement,
426,Electrical,Throttle Body Position Sensor Replacement,
427,Electrical,Throttle Position Sensor Replacement,
428,Electrical,Throttle/Accelerator Pedal Position Sensor Replacement,
429,Electrical,Top Dead Center (TDC) Sensor Replacement,
430,Electrical,Trunk Light Bulb Replacement,
431,Electrical,Turn Signal Bulb Replacement,
432,Electrical,Turn Signal Switch Replacement,
433,Electrical,Turn Signal Switch Replacement,
434,Electrical,Wheel Speed Sensor Replacement,
435,Electrical,Yaw Rate Sensor Replacement,
436,Optional Services,Air Filter Replacement,
